date,open,high,low,close,volume,synthetic
2019-05-06,87.8458411310,88.0591366027,87.2469972372,87.8734474461,824842,True
2019-05-07,87.8703430468,88.4654368213,87.5102073325,87.9549696103,465718,True
2019-05-08,87.8309569295,88.0110020472,87.3476405070,87.6389289602,632260,True
2019-05-09,87.7768793151,87.9509860315,87.3191449653,87.7489652640,490990,True
2019-05-10,87.0646595316,87.2398610482,86.5981391372,86.8803128989,305560,True
2019-05-13,87.3547094058,87.8817507696,87.0535567779,87.3340391429,659393,True
2019-05-14,88.0615981374,88.6422593040,87.9447523574,88.0618102683,503528,True
2019-05-15,87.0554905532,87.1490767631,86.4860429876,86.8680355894,833592,True
2019-05-16,86.6144748949,87.0263031157,86.0414476859,86.6018015837,672567,True
2019-05-17,86.0204580341,86.6074721657,85.4700613644,86.0012899591,788428,True
2019-05-20,86.2001745950,86.8839188106,85.8534751993,86.3350898393,758741,True
